"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"KEGG_CALCIUM_SIGNALING_PATHWAY",0.920220082530949,0.985698306168105,0.0321428397352941,0.190666241471924,0.787560692662702,173,"3973;135;163688;185;553;5613;57105;487;5350;8911;2905;1956;5331;154;773;51196;5159;3710;6263;148;6261;3709;1910;5255;776;115;108;5026;5332;113026;5535;5335;136"
"KEGG_CARDIAC_MUSCLE_CONTRACTION",0.15406976744186,0.353225225225225,0.193813302725311,-0.301377193658153,-1.20781552988569,71,"4624;7137;481;786;93589;7386;7384;23439;476;1345;1329;781;478;1347;1537;10479;7385;10368;27089;7388;1327;59285;9167;7170;440567;778"
"KEGG_CELL_ADHESION_MOLECULES_CAMS",0.26578073089701,0.541167994236081,0.155241966228839,-0.249388252956719,-1.09325045463157,123,"4099;5010;23308;3119;6401;83700;6900;214;3117;999;5818;3127;6403;6402;3112;3123;3107"
"KEGG_CELL_CYCLE",7.76455287668895e-06,0.000164026179520054,0.593325476396405,-0.42278310807746,-1.84154398889795,125,"2810;699;1028;85417;983;9134;1870;991;9700;1647;4171;4085;9232;4174;4175;5111;10971;728622;4173;9978;7534;4609;23595;9184;4616;23594;7529;25847;7533;6500;1021;4172;9133;7532;51433;494551;7531;1027"
"KEGG_CHEMOKINE_SIGNALING_PATHWAY",0.112947658402204,0.302505966587112,0.153158808683073,0.305608497514122,1.25319849450605,158,"5473;5196;6361;6351;2784;643;729230;2833;3579;7852;6352;10451;3577;6348;6367;56288;5613;6387;23533;5331;2268;10850;55970"
"KEGG_CHRONIC_MYELOID_LEUKEMIA",0.956011730205279,0.985698306168105,0.0656813601934011,-0.183633349793297,-0.739954963443406,73,"1870;399694;4609;1021;8517;4893;1027;6776;5781;1869;25;2885;5604;7157;861;7043;3066;9846;5605;5291;1019;5295;1871;5294"
"KEGG_CITRATE_CYCLE_TCA_CYCLE",0.00560713744360489,0.0287153402414917,0.407017918923954,-0.503118260276481,-1.66922169420656,29,"4190;2271;5162;8803;47;3418;6389;6390;4191;8802;1738;50;3420;3421;5106;1737;4967"
"KEGG_COLORECTAL_CANCER",0.998449612403101,0.998449612403101,0.0339723613634993,0.144390703560247,0.515218303331931,62,"7042;51176;83439;23533;6932;4089;6934;596;208;8312;5296;7040"
"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.32967032967033,0.595242926716141,0.12384217120105,-0.276878411135386,-1.06994294013536,58,"1380;1378;717;1361;1604;624;7450;623;5104;2152;2153;2155;2157"
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",0.107142857142857,0.301785714285714,0.219250346703755,-0.384978117442775,-1.32383437228281,33,"6898;58478;3939;191;2805;2806;262;4548;635;51074;27430"
"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",4.66921533086737e-05,0.000876774878796205,0.557332238758646,0.405008658762198,1.69965820154767,194,"4049;5473;5196;6361;58985;3445;6351;8718;643;729230;2833;23529;338376;8807;3575;3579;3952;7852;8771;3600;6352;7042;8793;3082;268;7850;27190;3577;3561;3568;6348;6367;83729;2321;1271;6387;55540;5618;1956;53832;10850;4982;2057;4050;5159;6363;7423;658;7292;657;163702;3587;958;608;7422;8995;2690;58191;2322;53833;8740;10913;8742;85480;1950;56034;2323;8795;51561;3589;3625;10803;944;2324;8809;10673;8200"
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",0.29951690821256,0.575208607817303,0.0956031492204301,0.337157306389712,1.12436362640657,43,"9447;3445;6351;6352"
"KEGG_DILATED_CARDIOMYOPATHY",0.554140127388535,0.823783289750946,0.0995791200495904,-0.234805548103552,-0.971316701592939,88,"4624;7137;3673;60;71;7124;4000;786;3479;93589;5567"
"KEGG_DNA_REPLICATION",0.00327315444018996,0.0212755038612348,0.431707695803346,-0.50786824083827,-1.78391662264187,36,"2237;4171;6119;4174;4175;5111;5983;4173;6118;10535;5981;4172;246243;23649;5982;6117"
"KEGG_DORSO_VENTRAL_AXIS_FORMATION",0.776470588235294,0.957877564679062,0.0650877566917313,-0.253308224953319,-0.798464704827242,23,"9271;51513"
"KEGG_DRUG_METABOLISM_CYTOCHROME_P450",0.637987012987013,0.883768895039387,0.0567672387487446,0.272094248504414,0.892254907249378,39,"2944;1551;130;1576;2327;125;4258;1577;2947;2946;2328"
"KEGG_DRUG_METABOLISM_OTHER_ENZYMES",0.921319796954315,0.985698306168105,0.0605092988656667,-0.207456285228995,-0.699667329883725,30,"1890;3251;8824;1806;3615;3704;7083"
"KEGG_ECM_RECEPTOR_INTERACTION",0.392857142857143,0.632181083442551,0.117249716749792,-0.251864077232842,-1.03028764193989,80,"3161;3673;63923;7058;1280;6696;1282;2814;7057;7450;1284;961;1277;3339;3912;9900;948;9899;3690"
"KEGG_ENDOCYTOSIS",0.137404580152672,0.322519083969466,0.237793834423688,-0.250948781417967,-1.14594483953369,177,"4914;3306;2065;9829;2263;9525;998;5337;1173;25978;10617;4233;1213;84364;3107;6011;51510;92421;83737;8766;1175;56904;51534;84313;1211;8027;5868;2060;10059;26052;1785;57132;3105;27243;7251;64145;128866;3791;116984;160;10938;5878;89853;1759;163;27183;9230;10015;55738;30011;3133;57154;30844;26119;9146;5869;155;7037;84440;5156"
"KEGG_ENDOMETRIAL_CANCER",0.95114006514658,0.985698306168105,0.0385579101998489,0.199478334294192,0.685049136035436,52,"2002;51176;83439;1956;23533;6932;6934;1950;6654;1496;208;8312;5296"
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.0355107276386535,0.13401265944909,0.321775918075361,-0.353638622131708,-1.39669508863684,66,"83700;529;1839;5058;998;2919;526;4233;9114;523;537;51606;533;534;51382;8517;155066;3725;527;5781;5879;535;50848"
"KEGG_ERBB_SIGNALING_PATHWAY",0.407738095238095,0.632181083442551,0.114750719227023,-0.246328564323231,-1.02267803418672,85,"7039;2065;1839;5582;5058;399694;4609;4893;1027;3725;6776;25;2885;5604;5601;5747;5579;5062;2549"
"KEGG_ETHER_LIPID_METABOLISM",0.361247947454844,0.616675789089582,0.0860347242455604,0.347035497306842,1.06728756656877,28,"84647;5322;391013;8399;50487;56994;123745"
"KEGG_FATTY_ACID_METABOLISM",0.0312005100857546,0.125248224751363,0.352487857583619,-0.404492927227287,-1.45303513390987,39,"39;2180;35;36;30;2182;219;1376;1892;1579;223;3030;3032;127;2181;10455;10449;2639;38;501;1962;128;8310;1632;51"
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",0.30781010719755,0.584493349622314,0.0911073131586733,0.300652208385462,1.0896353761905,68,"84647;5322;10451;391013;8399;27040;50487;23533;123745"
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.0543708157739833,0.176705151265446,0.321775918075361,-0.304758540154606,-1.28945110451519,95,"65108;1073;2934;5582;5058;998;8612;5337;10092;1072;10059;26052;5581;1785;81873;8398;10094;5879;10093;5580;10552;8877;8936;5604;3055;2209;2214;1759;5579"
"KEGG_FOCAL_ADHESION",0.931081081081081,0.985698306168105,0.0307037368093842,0.186538162325461,0.782825528883958,194,"22798;859;3082;10451;89;2002;131873;8515;50509;2321;3911;3693;3909;3674;1289;58498;1101;8516;1956;23533;1291;22801;7148;5159;23396;7423;1292;2889;3480;7448;3918;3655;3913;7422;55742;3679;1950;6714;56034;3915;6654;7060;596;2324;25759;6093;208;5296;2909"
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",0.00371805765258862,0.023272286788425,0.431707695803346,-0.528218395890317,-1.78147002989133,30,"9107;5207;5211;7167;9108;3099;8898;8790;226;3098;5208;4351;5213;6652"
"KEGG_GALACTOSE_METABOLISM",0.922547332185886,0.985698306168105,0.0425023180036553,0.225290382785992,0.660953490565268,24,"3938;8972;3101;2645"
