"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"APBB1",4072.29851183535,-0.705710769864038,0.132560872865404,-5.3236732273224,1.01692518459008e-07,2.08854712182705e-05
"PSMB3",326.972960661469,-0.771017325942474,0.145158026773945,-5.31157210577944,1.08683551662838e-07,2.21066524218815e-05
"CPS1",203.172463646597,-2.02906573014041,0.38270066786881,-5.30196547980934,1.14562507712014e-07,2.25534654890554e-05
"TFDP2",817.107022172828,0.571132545287623,0.10773449318907,5.30129699765984,1.14982855530641e-07,2.25534654890554e-05
"CSPP1",527.312613498984,0.585006333624598,0.11033101878008,5.30228343844696,1.14363094575924e-07,2.25534654890554e-05
"ELAC2",696.264065638499,-0.462453848433923,0.0872383246517812,-5.30103999910412,1.1514485547972e-07,2.25534654890554e-05
"TLR9",47.5851563748901,2.11979384018492,0.401162119765629,5.28413261307765,1.26301738006457e-07,2.42278287521176e-05
"GDF11",634.583947891002,1.08592704337435,0.205553660382813,5.28293702652615,1.27129100476745e-07,2.42278287521176e-05
"TOP3B",242.146055754244,0.838028373795837,0.158606181301557,5.28370563441344,1.26596613379237e-07,2.42278287521176e-05
"DDB1",2673.60096526106,-0.66142549602183,0.125793009098038,-5.25804653823281,1.45593679659612e-07,2.74990062457092e-05
"LOC100129316",27.4824254351895,2.10211011923663,0.400072378419631,5.2543245488239,1.48568696363626e-07,2.78125858661606e-05
"SAMM50",313.689472117546,-0.493367623009615,0.0939337194353955,-5.25229519255795,1.50215456992424e-07,2.78741910282258e-05
"MRFAP1",3747.91509582101,-0.616711932280916,0.117622942070997,-5.24312622539802,1.5787845253301e-07,2.904139812942e-05
"TRIM35",463.593685746121,-0.788402627306509,0.150419342303687,-5.24136467579266,1.59393350103281e-07,2.90673011041793e-05
"FOXN3",1174.79900338842,0.677871481752209,0.129529798958513,5.2333245878759,1.66488000347783e-07,3.01015996526239e-05
"RTCB",580.461315482031,-0.738353078639669,0.141218086000341,-5.22845975010514,1.70928034766182e-07,3.06424715885068e-05
"CDC123",290.753457754148,-0.692339356211677,0.132572390154498,-5.22234950584233,1.76667121616667e-07,3.11593050592778e-05
"GIPC1",875.223625969173,-0.68426668797367,0.131028958930007,-5.22225539729116,1.76756954103874e-07,3.11593050592778e-05
"TRAPPC1",358.408589027971,-0.598204317670048,0.114819692460468,-5.20994530512271,1.88896309262152e-07,3.30240704638971e-05
